City,Area,Location,No. of Bedrooms,Price
3,1270,5,3,6325000
3,1836,1,3,7500000
3,1143,14,2,4318000
3,1205,14,2,11399999
3,1495,21,3,92100000
3,1143,14,3,8000000
3,1047,12,2,4500000
3,1724,12,3,4060000
3,4053,24,4,47500000
3,3766,24,4,49800000
3,3357,17,4,74300000
3,1759,5,2,22000000
3,2600,18,3,21000000
3,4150,18,3,7800000
3,1372,13,3,5039000
3,1148,13,2,4943000
3,1126,13,2,4938000
3,1125,13,2,9025000
3,2056,13,3,4987000
3,1136,13,2,6299000
3,1435,13,3,7175000
3,1282,5,3,11800000
3,1131,14,2,7509999
3,1400,26,3,6300000
3,1400,26,3,4809000
3,950,15,2,4700000
3,1600,12,3,15000000
3,550,14,1,4300000
3,551,14,1,9796000
3,1039,14,1,7798999
3,1304,14,2,13400000
3,2814,11,4,14000000
3,1200,15,2,3700000
3,2442,13,3,8300000
3,1249,2,2,35300000
3,2461,2,4,11000000
3,1365,20,3,7125000
3,1500,20,3,6412000
3,1350,20,3,8791000
3,1290,18,2,3779999
3,7500,24,6,13400000
3,2500,24,3,4690000
3,8200,24,7,8791000
3,997,11,2,9100000
3,931,11,2,7718000
3,1625,20,3,5566000
3,1043,21,2,7611000
3,1450,21,3,7433000
3,1565,20,3,5365000
3,1003,21,2,5462000
3,1150,20,3,6154000
3,1160,21,2,4702000
3,990,20,2,7822000
3,1492,21,3,16299999
3,931,11,2,9529000
3,998,11,2,9579000
3,995,11,2,8240000
3,835,11,2,4469000
3,445,11,1,8173000
3,992,11,2,8183000
3,838,11,2,15700000
3,828,11,2,9340000
3,968,11,2,15500000
3,866,11,2,13600000
3,833,11,2,14500000
3,1002,11,2,22400000
3,1075,11,3,15100000
3,1300,21,3,7716000
3,1471,21,3,7058000
3,1340,21,3,6317000
3,1330,20,3,8217000
3,1730,20,3,7409999
3,1410,21,3,6650000
3,1400,20,3,6053000
3,1140,21,2,6128000
3,1155,21,2,7993000
3,1526,21,3,7645999
3,1457,21,3,9435000
3,1066,21,2,7845000
3,851,11,2,5339000
3,1150,11,3,4890000
3,990,11,2,7884000
3,844,11,2,8379000
3,415,11,1,7234999
3,988,11,2,8950000
3,849,11,2,7645999
3,1900,20,3,6906999
3,1310,21,3,4987000
3,1050,20,2,5892000
3,1108,21,2,7718000
3,1492,21,3,6776000
3,1146,11,2,18600000
3,1839,2,3,11900000
3,1360,15,3,9500000
3,2200,15,4,6800000
3,1500,15,3,19800000
3,1200,15,2,16000000
3,3450,20,4,15300000
3,2796,20,3,10800000
3,2661,20,3,17500000
3,1892,20,3,3400000
3,1650,22,2,12000000
3,1170,22,1,3650000
3,2070,1,3,18800000
3,1985,93,3,17500000
3,1650,22,3,5200000
3,1500,22,2,25000000
3,3860,18,4,6800000
3,3450,18,3,5100000
3,2901,24,4,6800000
3,1650,22,3,8120000
3,3860,18,4,24000000
3,3450,18,3,6800000
3,3100,18,3,5100000
3,2070,1,3,25000000
3,3450,18,3,5600000
3,3100,18,3,12100000
3,1311,20,2,29000000
3,1761,24,3,9500000
3,1943,24,3,48300000
3,1950,24,3,14500000
3,3600,24,4,4350000
3,2580,24,3,17500000
3,1249,2,2,4920000
3,1249,2,2,10000000
3,2901,24,4,8500000
3,2580,24,3,8000000
3,1950,24,3,4246000
3,3500,20,3,8200000
3,1359,11,2,12900000
3,2120,11,3,8345999
3,1184,11,2,21700000
3,1170,11,2,19300000
3,1355,11,2,10100000
3,1355,11,2,9551000
3,1604,11,3,9523000
3,1351,11,2,9361000
3,1595,11,3,9339000
3,1475,11,3,8451000
3,1325,11,2,9565000
3,1199,11,2,9530000
3,1357,11,2,8606000
3,1352,11,2,9579000
3,1221,11,2,10100000
3,1359,11,2,9323000
3,1607,11,3,9100000
3,1469,11,3,9719000
3,1291,11,2,8345999
3,1185,11,2,8247000
3,1184,11,2,8169000
3,1170,11,2,8240000
3,1159,11,2,8219000
3,1169,11,2,8120000
3,1166,11,2,9399000
3,1152,11,2,4469000
3,1146,11,2,4335000
3,634,11,1,6648999
3,615,11,1,5987000
3,3250,11,4,26800000
3,3230,11,4,26300000
3,3210,11,4,14300000
3,3160,11,4,17700000
3,2180,11,3,17500000
3,2120,11,3,16600000
3,2100,11,3,16000000
3,1995,11,3,14100000
3,1920,11,3,21200000
3,2150,11,3,14600000
3,3220,11,4,11299999
3,672,20,2,3900000
3,1250,7,2,4500000
3,2300,7,4,7600000
3,1910,11,4,22599999
3,2234,11,4,25299999
3,1938,11,4,25700000
3,2238,11,4,17300000
3,2184,11,4,17500000
3,1452,11,3,16299999
3,1498,11,3,15600000
3,1438,11,3,15000000
3,1395,11,3,15000000
3,1321,11,3,15300000
3,1349,11,3,15300000
3,1320,11,3,7208000
3,1314,11,3,8400000
3,1020,21,2,7777000
3,1360,21,3,6375000
3,1525,21,3,5584000
3,1250,21,3,6528000
3,1095,21,2,8400000
3,725,20,2,3500000
3,1177,20,2,3490000
3,725,20,2,12000000
3,725,20,2,6340000
3,655,20,2,10600000
3,1100,23,2,10500000
3,4850,23,4,9500000
3,4850,23,4,21500000
3,1180,14,2,3864000
3,1030,28,2,9800000
3,1017,13,2,6188000
3,937,20,2,19000000
3,2797,23,3,3950000
3,2775,23,3,6950000
3,4450,18,4,4800000
3,3714,18,3,4300000
3,1459,20,3,40599999
3,2500,10,3,23600000
3,1050,20,2,120000000
3,3038,5,4,26000000
3,1759,5,2,42100000
3,7500,24,6,62900000
3,2440,18,3,40100000
3,3558,17,4,97600000
3,1940,5,3,14000000
3,3608,24,4,21200000
3,2390,24,3,54600000
3,6116,24,4,57500000
3,3381,17,4,28000000
3,3505,17,4,47500000
3,3302,24,4,32000000
3,1943,24,2,22000000
3,2975,18,3,15000000
3,2678,24,3,4200000
3,3766,24,4,6500000
3,3125,18,3,4600000
3,1170,20,2,7840000
3,2850,18,3,7450000
3,8200,24,7,6015000
3,4800,18,5,7840000
3,1068,13,2,5300000
3,1099,13,2,3482000
3,1017,13,2,4500000
3,1182,13,2,6405000
3,1989,23,3,40500000
3,943,13,2,16000000
3,1650,11,3,83000000
3,2190,20,3,6656000
3,1398,13,3,4505000
3,1099,13,2,35000000
3,1225,25,3,4237000
3,1398,13,3,3750000
3,3895,18,4,4054000
3,1220,28,2,6900000
3,1398,13,3,3536999
3,2519,11,4,3236999
3,1399,13,3,3859000
3,2464,1,4,27500000
3,520,25,1,5243000
3,950,25,2,21000000
3,520,25,1,4237000
3,2400,23,3,2800000
3,1399,13,3,8400000
3,1025,25,2,8400000
3,1399,13,3,8120000
3,645,25,1,7840000
3,1017,13,2,3399000
3,1467,13,3,2899000
3,520,25,1,3100000
3,1017,13,2,5897000
3,645,25,1,3261999
3,1068,13,2,6900000
3,1099,13,2,5000000
3,1182,13,2,7800000
3,645,25,1,6700000
3,1025,25,2,6000000
3,1017,13,2,2899000
3,1467,13,3,6200000
3,950,25,2,3482000
3,1467,13,3,3180000
3,2730,13,4,7900000
3,943,13,2,13500000
3,1068,13,2,5256000
3,2061,14,3,6528000
3,2513,11,4,6528000
3,1095,30,2,6800000
3,1467,13,3,7208000
3,1099,13,2,5883000
3,1398,13,3,8120000
3,2061,14,3,4505000
3,1399,13,3,8081999
3,950,25,2,4505000
3,1182,13,2,7840000
3,520,25,1,5750000
3,520,25,1,4933000
3,967,21,2,8900000
3,1216,21,3,9100000
3,3900,18,4,23500000
3,950,25,2,3800000
3,645,25,1,4500000
3,645,25,1,4054000
3,1225,25,3,3180000
3,1322,20,2,30000000
3,1140,30,2,6000000
3,943,13,2,6528000
3,1025,25,2,2288000
3,520,25,1,8400000
3,950,25,2,4133000
3,1025,25,2,3260000
3,1025,25,2,6500000
3,645,25,1,4950000
3,645,25,1,23000000
3,1025,25,2,3100000
3,520,25,1,2288000
3,520,25,1,6500000
3,1025,25,2,5900000
3,520,25,1,4000000
3,520,25,1,3800000
3,1322,20,2,8400000
3,520,25,1,7840000
3,1025,25,2,6528000
3,1017,13,2,5320000
3,1025,25,2,7038000
3,1380,111,3,8400000
3,645,25,1,4146000
3,1068,13,2,3100000
3,2018,24,3,6126000
3,2060,24,3,7738000
3,2020,24,3,5219000
3,951,21,2,4246000
3,927,21,2,10300000
3,1295,21,3,8275000
3,1025,21,2,11600000
3,1134,21,3,11700000
3,964,21,2,11500000
3,950,25,2,8083000
3,520,25,1,7900000
3,645,25,1,46000000
3,950,25,2,3045000
3,645,25,1,3116000
3,2600,3,3,4020000
3,1025,25,2,3113000
3,950,25,2,3554000
3,645,25,1,6605000
3,950,25,2,2969000
3,520,25,1,8000000
3,1017,13,2,5000000
3,1890,24,3,3300000
3,1614,20,3,3100000
3,7000,9,4,4144000
3,7000,9,4,3692000
3,1399,13,3,3946000
3,645,25,1,3859000
3,950,25,2,2745000
3,950,25,2,6500000
3,645,25,1,8000000
3,950,25,2,3859000
3,645,25,1,3309000
3,950,25,2,7155000
3,1304,20,2,4940000
3,1705,20,3,6792000
3,1045,7,2,11800000
3,1780,20,3,4237000
3,1910,20,3,5814000
3,1185,111,2,2848000
3,1182,13,2,13000000
3,1780,20,3,3800000
3,1025,25,2,3779999
3,1053,7,2,7077000
3,1048,7,2,7053000
3,1050,7,2,6768000
3,943,13,2,5030000
3,937,20,2,5322000
3,520,25,1,3859000
3,950,25,2,3900000
3,1520,18,3,4700000
3,1520,18,3,9359000
3,7541,18,5,3260000
3,520,25,1,5058000
3,950,25,2,4650000
3,770,7,1,2536000
3,1225,25,3,270000000
3,645,25,1,6425000
3,950,25,2,6014000
3,943,13,2,3100000
3,1875,20,3,5803000
3,3449,18,3,3100000
3,1225,25,3,4950000
3,950,25,2,15000000
3,645,25,1,7545999
3,1099,13,2,3100000
3,1225,25,3,9300000
3,950,25,2,3100000
3,1060,7,2,4054000
3,1055,7,2,12000000
3,1467,13,3,9000000
3,1480,18,3,4600000
3,1467,13,3,4950000
3,3350,3,3,2300000
3,520,25,1,3500000
3,1025,25,2,23000000
3,1460,111,3,3083000
3,520,25,1,9600000
3,520,25,1,6000000
3,1450,18,2,3484000
3,2790,93,4,4850000
3,1417,18,2,4100000
3,760,7,1,3613000
3,1225,25,3,3217000
3,1375,30,3,42500000
3,1025,25,2,5400000
3,1225,25,3,17300000
3,1225,25,3,3878000
3,950,25,2,5800000
3,950,25,2,9700000
3,1129,18,2,15000000
3,720,18,1,12900000
3,1095,111,2,7000000
3,1914,18,3,3800000
3,1535,13,3,3060000
3,1045,13,2,5634000
3,990,13,2,16100000
3,840,13,2,17200000
3,975,13,2,22799999
3,850,13,2,29300000
3,1565,13,3,23000000
3,2730,13,4,3200000
3,1290,93,2,13899999
3,1100,9,2,7840000
3,1808,11,3,4133000
3,1025,25,2,2899000
3,645,25,1,2899000
3,1330,11,2,23100000
3,1025,25,2,9513000
3,1505,5,3,5073000
3,1495,5,3,5323000
3,1096,18,2,5544000
3,3900,3,3,3200000
3,1724,12,3,5612000
3,1482,111,3,3900000
3,1482,111,3,2900000
3,765,7,1,4240000
3,1223,19,2,11000000
3,1185,111,2,3900000
3,1223,19,2,36900000
3,1294,18,2,3232000
3,923,20,2,6605000
3,1482,111,3,19800000
3,1482,111,3,18300000
3,2500,5,3,20099999
3,1096,18,2,3217000
3,520,25,1,18700000
3,950,25,2,29300000
3,763,7,1,3335000
3,4465,4,4,7965000
3,1482,111,3,6403000
3,1820,14,3,6015000
3,1815,14,3,5750000
3,1805,14,3,7498999
3,1800,14,3,6174000
3,645,25,1,4372000
3,1025,25,2,4664000
3,2500,18,3,5750000
3,2050,5,3,3735000
3,2475,4,3,3488000
3,3340,24,4,3077000
3,2028,18,3,7500000
3,1293,93,2,5835000
3,1330,11,2,6038000
3,3978,20,4,6200000
3,1440,13,3,5822000
3,1040,13,2,5289000
3,1390,13,3,5043000
3,1040,13,2,4034000
3,1390,13,3,4944000
3,1223,19,2,12000000
3,1294,18,2,6015000
3,995,15,2,5750000
3,4000,93,4,5891000
3,1025,25,2,6498000
3,1025,25,2,5118000
3,1090,111,2,3180000
3,540,21,1,2300000
3,1482,111,3,4260000
3,1482,111,3,68100000
3,1482,111,3,8126000
3,1482,111,3,7367000
3,793,21,1,11000000
3,1482,111,3,7545999
3,1482,111,3,9298000
3,1025,25,2,7575000
3,3600,6,4,10600000
3,1002,28,2,13100000
3,6200,3,4,6150000
3,1065,28,2,5578000
3,8500,18,5,8900000
3,1330,11,2,10000000
3,1595,11,3,3650000
3,1830,11,3,3869000
3,1570,93,3,6000000
5,1126,61,2,5350000
5,1307,37,3,8205000
5,576,132,1,2950000
5,604,59,2,2234000
5,1345,115,3,6321000
5,510,47,1,3404000
5,1245,37,2,6536000
5,1565,3,3,24200000
5,1306,71,2,8162000
5,1113,117,2,6190000
5,1479,71,3,9613000
5,1640,117,3,7542000
5,1112,145,2,6338000
5,701,73,2,4065999
5,1350,38,2,6500000
5,785,14,2,5500000
5,538,81,1,3500000
5,1361,36,2,17000000
5,920,38,2,4875000
5,850,84,2,3442000
5,1019,28,2,5298000
5,817,29,2,5599000
5,2011,2,4,35000000
5,1112,31,2,4998000
5,900,19,2,6500000
5,1641,146,3,8675000
5,963,3,2,6259000
5,1062,153,3,3400000
5,940,16,2,12000000
5,1400,45,3,5999000
5,1952,117,3,8000000
5,944,117,2,5003000
5,975,23,1,4192000
5,1060,49,3,5500000
5,1481,29,3,9110000
5,965,47,2,3377000
5,1128,95,3,5978000
5,1219,23,3,6000000
5,1300,69,2,12000000
5,1298,8,3,9086000
5,1900,117,3,9500000
5,1213,89,3,5500000
5,1560,75,3,20000000
5,2325,31,3,17500000
5,1389,132,3,6800000
5,1250,145,3,6463000
5,1000,144,2,5000000
5,1238,52,3,5261000
5,789,125,2,3000000
5,923,61,2,4153000
5,2000,29,3,13200000
5,960,38,2,3850000
5,1170,4,2,19300000
5,1471,145,3,9000000
5,1645,117,3,9746000
5,1443,52,3,6203000
5,1323,19,3,7936000
5,745,109,2,4000000
5,560,76,1,2800000
5,2056,7,2,43099999
5,920,5,3,10000000
5,721,12,2,3881000
5,855,52,2,3300000
5,1569,147,3,11700000
5,850,3,2,13600000
5,1140,23,2,7000000
5,538,37,1,3306000
5,1314,37,3,8248999
5,1027,37,2,6447000
5,1358,37,3,8525000
5,1024,37,2,6428000
5,2686,37,4,16800000
5,1561,37,3,9799000
5,1296,37,3,8136000
5,1566,37,3,9831000
5,1829,37,3,11399999
5,1564,37,3,9818000
5,1348,37,3,8462000
5,1944,37,3,12200000
5,2640,37,4,16500000
5,549,37,1,3372999
5,2630,37,4,16500000
5,2616,37,4,16399999
5,1599,37,3,10000000
5,855,132,2,3990000
5,1536,61,3,7295999
5,1339,61,2,6360000
5,1791,61,3,8507000
5,648,59,2,2397000
5,1382,115,3,6495000
5,1445,115,3,6791000
5,1551,115,3,7289000
5,1626,115,3,7642000
5,753,47,2,4641000
5,801,47,2,4907000
5,761,47,2,4685000
5,727,47,2,4498000
5,784,47,2,4812000
5,1239,37,2,6504000
5,1647,37,3,8646000
5,1229,37,2,6452000
5,1618,37,3,8494000
5,1227,37,2,6441000
5,1231,37,2,6462000
5,1230,37,2,6456999
5,1604,37,3,8421000
5,1208,37,2,6342000
5,527,37,1,2766000
5,1606,37,3,8431000
5,1614,37,3,8473000
5,1200,37,2,6300000
5,1569,37,3,8237000
5,574,37,1,3013000
5,576,37,1,3024000
5,1316,37,2,6909000
5,1554,37,3,8158000
5,566,37,1,2971000
5,1288,37,2,6762000
5,568,37,1,2982000
5,1563,37,3,8205000
5,1302,37,2,6834999
5,564,37,1,2961000
5,1846,71,3,11500000
5,1850,71,3,11500000
5,1161,3,3,15000000
5,1500,2,3,27300000
5,1437,117,3,7784999
5,1310,117,3,7841000
5,1006,117,2,5663000
5,1120,117,2,6224000
5,1119,117,2,6219000
5,1118,117,2,6214000
5,1004,117,2,5778000
5,1115,117,2,6200000
5,1114,117,2,6195000
5,1003,117,2,5648000
5,1094,117,2,6245000
5,1026,117,2,5816000
5,1103,117,2,6141000
5,1075,117,2,6003000
5,1073,117,2,5993000
5,1010,117,2,5682000
5,1009,117,2,5678000
5,1124,117,2,6776000
5,1133,117,2,6853000
5,1158,71,2,7527000
5,1025,71,2,6662000
5,1594,71,3,10300000
5,2200,26,4,39000000
5,917,145,2,5226000
5,1163,145,3,6629000
5,979,145,2,5580000
5,929,145,2,5295000
5,906,89,2,5889000
5,942,89,2,6123000
5,1008,89,2,6552000
5,1197,89,3,7780000
5,1013,89,2,6584000
5,1102,89,3,7163000
5,913,89,2,5934000
5,1515,117,3,6967000
5,1415,117,2,6506999
5,952,89,2,5712000
5,796,89,2,4776000
5,1270,89,3,7620000
5,930,89,2,5580000
5,897,89,2,5382000
5,821,60,2,4695000
5,1020,60,3,5833000
5,921,60,2,5267000
5,1229,60,3,7028000
5,892,60,2,5101000
5,629,60,1,3597000
5,1846,71,3,13300000
5,1306,71,2,9500000
5,1850,71,3,13700000
5,1092,73,2,6333000
5,701,73,2,4065999
5,778,73,2,4513000
5,638,84,1,2743000
5,550,93,1,2089999
5,2684,36,4,33500000
5,1733,36,3,21600000
5,884,38,2,4684000
5,914,38,2,4843000
5,830,38,2,4398000
5,850,84,2,3442000
5,900,84,2,3554999
5,900,84,2,3554999
5,930,84,2,3627000
5,1001,28,2,5205000
5,1050,28,2,5460000
5,888,28,2,4617000
5,1200,28,3,6240000
5,1000,20,2,11500000
5,1000,76,2,8000000
5,815,29,2,5599000
5,570,136,2,2500000
5,570,136,1,2475000
5,575,136,1,2480000
5,900,125,2,3443000
5,552,125,1,2003000
5,700,125,2,2731000
5,900,29,2,12000000
5,1200,29,3,10000000
5,1500,11,3,8500000
5,1100,136,1,4300000
5,915,136,1,4200000
5,1000,136,1,4250000
5,1200,136,1,4350000
5,570,136,1,2400000
5,550,136,1,2450000
5,570,136,1,2490000
5,550,136,1,2400000
5,570,136,1,2485000
5,570,136,1,2500000
5,575,136,1,2475000
5,1077,31,2,4841000
5,1043,31,2,4688000
5,1347,31,3,6054000
5,1281,31,3,5758000
5,1321,31,3,5937000
5,1361,31,3,6117000
5,1294,31,3,5816000
5,1091,31,2,4904000
5,1038,31,2,4665000
5,997,31,2,4481000
5,984,3,2,6396000
5,550,19,1,3800000
5,550,57,1,3000000
5,900,84,2,3510000
5,550,57,1,2750000
5,900,19,2,6600000
5,1069,3,2,6948000
5,994,3,2,6461000
5,983,3,2,6389000
5,1469,168,3,9548000
5,984,168,2,6396000
5,1409,168,3,9158000
5,983,168,2,6389000
5,1051,168,2,6831000
5,1021,168,2,6636000
5,994,168,2,6461000
5,1010,168,2,6565000
5,1265,168,3,8222000
5,1069,168,2,6948000
5,963,168,2,6259000
5,900,92,2,4000000
5,1085,8,2,7052000
5,1971,67,3,8353000
5,1595,67,3,7252000
5,1951,117,4,9387000
5,1951,117,4,9400000
5,1225,67,3,4165000
5,977,67,2,3321000
5,900,19,2,6948999
5,895,19,2,6912000
5,875,19,2,6765000
5,932,117,2,4939000
5,1278,153,2,4599000
5,1705,153,3,6136000
5,1221,153,2,4394000
5,1586,153,3,5708000
5,1723,153,3,6201000
5,1529,153,3,5502000
